full_text;username;tweet_lower;tweet_no_url;tweet_no_mention_hashtag;tweet_no_punctuation;tweet_no_numbers;tweet_clean;tweet_tokenized;tweet_no_stopwords;tweet_stemmed;tweet_preprocessed
Ridwan Kamil punya program 1 milyard untuk tiap RW i #JakartaBaruJakartaMaju #RidoMenang #DebatPilkadaJakarta #RKJuara1 https://t.co/WS2gzU7gLP;jakartarido;ridwan kamil punya program 1 milyard untuk tiap rw i #jakartabarujakartamaju #ridomenang #debatpilkadajakarta #rkjuara1 https://t.co/ws2gzu7glp;ridwan kamil punya program 1 milyard untuk tiap rw i #jakartabarujakartamaju #ridomenang #debatpilkadajakarta #rkjuara1 ;ridwan kamil punya program 1 milyard untuk tiap rw i     ;ridwan kamil punya program 1 milyard untuk tiap rw i     ;ridwan kamil punya program  milyard untuk tiap rw i     ;ridwan kamil punya program  milyard untuk tiap rw i;['ridwan', 'kamil', 'punya', 'program', 'milyard', 'untuk', 'tiap', 'rw', 'i'];['ridwan', 'kamil', 'punya', 'program', 'milyard', '', 'tiap', 'rw', 'i'];['ridwan', 'kamil', 'punya', 'program', 'milyard', '', 'tiap', 'rw', 'i'];ridwan kamil punya program milyard  tiap rw i
Ridwan Kamil punya DKI: Desentralisasi Kolaborasi dan Inovasi i #JakartaBaruJakartaMaju #RidoMenang #DebatPilkadaJakarta #RKJuara1 https://t.co/jCHBdfVRYM;DEMOKRAT_S14P;ridwan kamil punya dki: desentralisasi kolaborasi dan inovasi i #jakartabarujakartamaju #ridomenang #debatpilkadajakarta #rkjuara1 https://t.co/jchbdfvrym;ridwan kamil punya dki: desentralisasi kolaborasi dan inovasi i #jakartabarujakartamaju #ridomenang #debatpilkadajakarta #rkjuara1 ;ridwan kamil punya dki: desentralisasi kolaborasi dan inovasi i     ;ridwan kamil punya dki desentralisasi kolaborasi dan inovasi i     ;ridwan kamil punya dki desentralisasi kolaborasi dan inovasi i     ;ridwan kamil punya dki desentralisasi kolaborasi dan inovasi i;['ridwan', 'kamil', 'punya', 'dki', 'desentralisasi', 'kolaborasi', 'dan', 'inovasi', 'i'];['ridwan', 'kamil', 'punya', 'dki', 'desentralisasi', 'kolaborasi', '', 'inovasi', 'i'];['ridwan', 'kamil', 'punya', 'dki', 'desentralisasi', 'kolaborasi', '', 'inovasi', 'i'];ridwan kamil punya dki desentralisasi kolaborasi  inovasi i
Pilih Ridwan Kamil aja deh jangan yang seperti ini #JakartaBaruJakartaMaju #RidoMenang #DebatPilkadaJakarta #RKJuara1 https://t.co/IrpMHIkbgd;DEMOKRAT_S14P;pilih ridwan kamil aja deh jangan yang seperti ini #jakartabarujakartamaju #ridomenang #debatpilkadajakarta #rkjuara1 https://t.co/irpmhikbgd;pilih ridwan kamil aja deh jangan yang seperti ini #jakartabarujakartamaju #ridomenang #debatpilkadajakarta #rkjuara1 ;pilih ridwan kamil aja deh jangan yang seperti ini     ;pilih ridwan kamil aja deh jangan yang seperti ini     ;pilih ridwan kamil aja deh jangan yang seperti ini     ;pilih ridwan kamil aja deh jangan yang seperti ini;['pilih', 'ridwan', 'kamil', 'aja', 'deh', 'jangan', 'yang', 'seperti', 'ini'];['pilih', 'ridwan', 'kamil', 'aja', 'deh', 'jangan', '', '', ''];['pilih', 'ridwan', 'kamil', 'aja', 'deh', 'jangan', '', '', ''];pilih ridwan kamil aja deh jangan   
Buat warga Jakarta jangan pertaruihkan nasibmu 5 tahun ke depan ya pilih Ridwan Kamil - Suswono aja yang jelas mampu memimpin dan punya pengalaman #JakartaBaruJakartaMaju #RidoMenang #DebatPilkadaJakarta #RKJuara1 https://t.co/LY3Nzu4poa;jakartarido;buat warga jakarta jangan pertaruihkan nasibmu 5 tahun ke depan ya pilih ridwan kamil - suswono aja yang jelas mampu memimpin dan punya pengalaman #jakartabarujakartamaju #ridomenang #debatpilkadajakarta #rkjuara1 https://t.co/ly3nzu4poa;buat warga jakarta jangan pertaruihkan nasibmu 5 tahun ke depan ya pilih ridwan kamil - suswono aja yang jelas mampu memimpin dan punya pengalaman #jakartabarujakartamaju #ridomenang #debatpilkadajakarta #rkjuara1 ;buat warga jakarta jangan pertaruihkan nasibmu 5 tahun ke depan ya pilih ridwan kamil - suswono aja yang jelas mampu memimpin dan punya pengalaman     ;buat warga jakarta jangan pertaruihkan nasibmu 5 tahun ke depan ya pilih ridwan kamil  suswono aja yang jelas mampu memimpin dan punya pengalaman     ;buat warga jakarta jangan pertaruihkan nasibmu  tahun ke depan ya pilih ridwan kamil  suswono aja yang jelas mampu memimpin dan punya pengalaman     ;buat warga jakarta jangan pertaruihkan nasibmu  tahun ke depan ya pilih ridwan kamil  suswono aja yang jelas mampu memimpin dan punya pengalaman;['buat', 'warga', 'jakarta', 'jangan', 'pertaruihkan', 'nasibmu', 'tahun', 'ke', 'depan', 'ya', 'pilih', 'ridwan', 'kamil', 'suswono', 'aja', 'yang', 'jelas', 'mampu', 'memimpin', 'dan', 'punya', 'pengalaman'];['buat', 'warga', 'jakarta', 'jangan', 'pertaruihkan', 'nasibmu', 'tahun', '', 'depan', '', 'pilih', 'ridwan', 'kamil', 'suswono', 'aja', '', 'jelas', 'mampu', 'memimpin', '', 'punya', 'pengalaman'];['buat', 'warga', 'jakarta', 'jangan', 'pertaruihkan', 'nasib', 'tahun', '', 'depan', '', 'pilih', 'ridwan', 'kamil', 'suswono', 'aja', '', 'jelas', 'mampu', 'pimpin', '', 'punya', 'alam'];buat warga jakarta jangan pertaruihkan nasib tahun  depan  pilih ridwan kamil suswono aja  jelas mampu pimpin  punya alam
Prestasi bang Doel selama di Banten apa sih #JakartaBaruJakartaMaju #RidoMenang #DebatPilkadaJakarta #RKJuara1 https://t.co/kEYj4TiNJt;jakartarido;prestasi bang doel selama di banten apa sih #jakartabarujakartamaju #ridomenang #debatpilkadajakarta #rkjuara1 https://t.co/keyj4tinjt;prestasi bang doel selama di banten apa sih #jakartabarujakartamaju #ridomenang #debatpilkadajakarta #rkjuara1 ;prestasi bang doel selama di banten apa sih     ;prestasi bang doel selama di banten apa sih     ;prestasi bang doel selama di banten apa sih     ;prestasi bang doel selama di banten apa sih;['prestasi', 'bang', 'doel', 'selama', 'di', 'banten', 'apa', 'sih'];['prestasi', 'bang', 'doel', 'selama', '', 'banten', 'apa', 'sih'];['prestasi', 'bang', 'doel', 'lama', '', 'banten', 'apa', 'sih'];prestasi bang doel lama  banten apa sih
Warga Banten pasti bingung dengerin penjelelasan Doel #JakartaBaruJakartaMaju #RidoMenang #DebatPilkadaJakarta #RKJuara1 https://t.co/4KT5w0fEmx;DEMOKRAT_S14P;warga banten pasti bingung dengerin penjelelasan doel #jakartabarujakartamaju #ridomenang #debatpilkadajakarta #rkjuara1 https://t.co/4kt5w0femx;warga banten pasti bingung dengerin penjelelasan doel #jakartabarujakartamaju #ridomenang #debatpilkadajakarta #rkjuara1 ;warga banten pasti bingung dengerin penjelelasan doel     ;warga banten pasti bingung dengerin penjelelasan doel     ;warga banten pasti bingung dengerin penjelelasan doel     ;warga banten pasti bingung dengerin penjelelasan doel;['warga', 'banten', 'pasti', 'bingung', 'dengerin', 'penjelelasan', 'doel'];['warga', 'banten', '', 'bingung', 'dengerin', 'penjelelasan', 'doel'];['warga', 'banten', '', 'bingung', 'dengerin', 'jelas', 'doel'];warga banten  bingung dengerin jelas doel
Dia tukang insinyur tapi cuma disinetron ya di duta kita bisa tanya apa prestasinya selama di Banten #JakartaBaruJakartaMaju #RidoMenang #DebatPilkadaJakarta #RKJuara1 https://t.co/8ejI7YwIzY;tumaradeka;dia tukang insinyur tapi cuma disinetron ya di duta kita bisa tanya apa prestasinya selama di banten #jakartabarujakartamaju #ridomenang #debatpilkadajakarta #rkjuara1 https://t.co/8eji7ywizy;dia tukang insinyur tapi cuma disinetron ya di duta kita bisa tanya apa prestasinya selama di banten #jakartabarujakartamaju #ridomenang #debatpilkadajakarta #rkjuara1 ;dia tukang insinyur tapi cuma disinetron ya di duta kita bisa tanya apa prestasinya selama di banten     ;dia tukang insinyur tapi cuma disinetron ya di duta kita bisa tanya apa prestasinya selama di banten     ;dia tukang insinyur tapi cuma disinetron ya di duta kita bisa tanya apa prestasinya selama di banten     ;dia tukang insinyur tapi cuma disinetron ya di duta kita bisa tanya apa prestasinya selama di banten;['dia', 'tukang', 'insinyur', 'tapi', 'cuma', 'disinetron', 'ya', 'di', 'duta', 'kita', 'bisa', 'tanya', 'apa', 'prestasinya', 'selama', 'di', 'banten'];['', 'tukang', 'insinyur', '', 'cuma', 'disinetron', '', '', 'duta', '', '', 'tanya', 'apa', 'prestasinya', 'selama', '', 'banten'];['', 'tukang', 'insinyur', '', 'cuma', 'sinetron', '', '', 'duta', '', '', 'tanya', 'apa', 'prestasi', 'lama', '', 'banten']; tukang insinyur  cuma sinetron   duta   tanya apa prestasi lama  banten
Ridwan Kamil - Suswono dukung ibu2 beriasi ekslusif caranya bagaimana? simak deh #JakartaBaruJakartaMaju #RidoMenang #DebatPilkadaJakarta #RKJuara1 https://t.co/AvQWEvQmhu;jakartarido;ridwan kamil - suswono dukung ibu2 beriasi ekslusif caranya bagaimana? simak deh #jakartabarujakartamaju #ridomenang #debatpilkadajakarta #rkjuara1 https://t.co/avqwevqmhu;ridwan kamil - suswono dukung ibu2 beriasi ekslusif caranya bagaimana? simak deh #jakartabarujakartamaju #ridomenang #debatpilkadajakarta #rkjuara1 ;ridwan kamil - suswono dukung ibu2 beriasi ekslusif caranya bagaimana? simak deh     ;ridwan kamil  suswono dukung ibu2 beriasi ekslusif caranya bagaimana simak deh     ;ridwan kamil  suswono dukung ibu beriasi ekslusif caranya bagaimana simak deh     ;ridwan kamil  suswono dukung ibu beriasi ekslusif caranya bagaimana simak deh;['ridwan', 'kamil', 'suswono', 'dukung', 'ibu', 'beriasi', 'ekslusif', 'caranya', 'bagaimana', 'simak', 'deh'];['ridwan', 'kamil', 'suswono', 'dukung', 'ibu', 'beriasi', 'ekslusif', 'caranya', 'bagaimana', 'simak', 'deh'];['ridwan', 'kamil', 'suswono', 'dukung', 'ibu', 'rias', 'ekslusif', 'cara', 'bagaimana', 'simak', 'deh'];ridwan kamil suswono dukung ibu rias ekslusif cara bagaimana simak deh
Calon Wakil Gubernur Jakarta Nomor Urut 3 Rano Karno menceritakan mengenai masa jabatannya saat menjadi Gubernur Banten. Hal ini disampaikan dalam Debat Calon Gubernur dan Wakil Gubernur Jakarta hari ini (27/10). #VODKompasTV #DebatPilkadaJakarta #RumahPilkada https://t.co/zu3RJ2b8m0;KompasTV;calon wakil gubernur jakarta nomor urut 3 rano karno menceritakan mengenai masa jabatannya saat menjadi gubernur banten. hal ini disampaikan dalam debat calon gubernur dan wakil gubernur jakarta hari ini (27/10). #vodkompastv #debatpilkadajakarta #rumahpilkada https://t.co/zu3rj2b8m0;calon wakil gubernur jakarta nomor urut 3 rano karno menceritakan mengenai masa jabatannya saat menjadi gubernur banten. hal ini disampaikan dalam debat calon gubernur dan wakil gubernur jakarta hari ini (27/10). #vodkompastv #debatpilkadajakarta #rumahpilkada ;calon wakil gubernur jakarta nomor urut 3 rano karno menceritakan mengenai masa jabatannya saat menjadi gubernur banten. hal ini disampaikan dalam debat calon gubernur dan wakil gubernur jakarta hari ini (27/10).    ;calon wakil gubernur jakarta nomor urut 3 rano karno menceritakan mengenai masa jabatannya saat menjadi gubernur banten hal ini disampaikan dalam debat calon gubernur dan wakil gubernur jakarta hari ini 2710    ;calon wakil gubernur jakarta nomor urut  rano karno menceritakan mengenai masa jabatannya saat menjadi gubernur banten hal ini disampaikan dalam debat calon gubernur dan wakil gubernur jakarta hari ini     ;calon wakil gubernur jakarta nomor urut  rano karno menceritakan mengenai masa jabatannya saat menjadi gubernur banten hal ini disampaikan dalam debat calon gubernur dan wakil gubernur jakarta hari ini;['calon', 'wakil', 'gubernur', 'jakarta', 'nomor', 'urut', 'rano', 'karno', 'menceritakan', 'mengenai', 'masa', 'jabatannya', 'saat', 'menjadi', 'gubernur', 'banten', 'hal', 'ini', 'disampaikan', 'dalam', 'debat', 'calon', 'gubernur', 'dan', 'wakil', 'gubernur', 'jakarta', 'hari', 'ini'];['calon', 'wakil', 'gubernur', 'jakarta', 'nomor', 'urut', 'rano', 'karno', 'menceritakan', 'mengenai', 'masa', 'jabatannya', '', 'menjadi', 'gubernur', 'banten', '', '', 'disampaikan', '', 'debat', 'calon', 'gubernur', '', 'wakil', 'gubernur', 'jakarta', 'hari', ''];['calon', 'wakil', 'gubernur', 'jakarta', 'nomor', 'urut', 'rano', 'karno', 'cerita', 'kena', 'masa', 'jabat', '', 'jadi', 'gubernur', 'banten', '', '', 'sampai', '', 'debat', 'calon', 'gubernur', '', 'wakil', 'gubernur', 'jakarta', 'hari', ''];calon wakil gubernur jakarta nomor urut rano karno cerita kena masa jabat  jadi gubernur banten   sampai  debat calon gubernur  wakil gubernur jakarta hari 
Cagub Jakarta Nomor Urut 1 Ridwan Kamil menanyakan kepada Cawagub Jakarta Nomor Urut 3 Rano Karno soal index pembangunan manusia di Banten. Hal ini disampaikan dalam Debat Cagub dan Cawagub Jakarta hari ini (27/10). #VODKompasTV #DebatPilkadaJakarta #RumahPilkada https://t.co/kC7FikM1v6;KompasTV;cagub jakarta nomor urut 1 ridwan kamil menanyakan kepada cawagub jakarta nomor urut 3 rano karno soal index pembangunan manusia di banten. hal ini disampaikan dalam debat cagub dan cawagub jakarta hari ini (27/10). #vodkompastv #debatpilkadajakarta #rumahpilkada https://t.co/kc7fikm1v6;cagub jakarta nomor urut 1 ridwan kamil menanyakan kepada cawagub jakarta nomor urut 3 rano karno soal index pembangunan manusia di banten. hal ini disampaikan dalam debat cagub dan cawagub jakarta hari ini (27/10). #vodkompastv #debatpilkadajakarta #rumahpilkada ;cagub jakarta nomor urut 1 ridwan kamil menanyakan kepada cawagub jakarta nomor urut 3 rano karno soal index pembangunan manusia di banten. hal ini disampaikan dalam debat cagub dan cawagub jakarta hari ini (27/10).    ;cagub jakarta nomor urut 1 ridwan kamil menanyakan kepada cawagub jakarta nomor urut 3 rano karno soal index pembangunan manusia di banten hal ini disampaikan dalam debat cagub dan cawagub jakarta hari ini 2710    ;cagub jakarta nomor urut  ridwan kamil menanyakan kepada cawagub jakarta nomor urut  rano karno soal index pembangunan manusia di banten hal ini disampaikan dalam debat cagub dan cawagub jakarta hari ini     ;cagub jakarta nomor urut  ridwan kamil menanyakan kepada cawagub jakarta nomor urut  rano karno soal index pembangunan manusia di banten hal ini disampaikan dalam debat cagub dan cawagub jakarta hari ini;['cagub', 'jakarta', 'nomor', 'urut', 'ridwan', 'kamil', 'menanyakan', 'kepada', 'cawagub', 'jakarta', 'nomor', 'urut', 'rano', 'karno', 'soal', 'index', 'pembangunan', 'manusia', 'di', 'banten', 'hal', 'ini', 'disampaikan', 'dalam', 'debat', 'cagub', 'dan', 'cawagub', 'jakarta', 'hari', 'ini'];['cagub', 'jakarta', 'nomor', 'urut', 'ridwan', 'kamil', 'menanyakan', '', 'cawagub', 'jakarta', 'nomor', 'urut', 'rano', 'karno', 'soal', 'index', 'pembangunan', 'manusia', '', 'banten', '', '', 'disampaikan', '', 'debat', 'cagub', '', 'cawagub', 'jakarta', 'hari', ''];['cagub', 'jakarta', 'nomor', 'urut', 'ridwan', 'kamil', 'tanya', '', 'cawagub', 'jakarta', 'nomor', 'urut', 'rano', 'karno', 'soal', 'index', 'bangun', 'manusia', '', 'banten', '', '', 'sampai', '', 'debat', 'cagub', '', 'cawagub', 'jakarta', 'hari', ''];cagub jakarta nomor urut ridwan kamil tanya  cawagub jakarta nomor urut rano karno soal index bangun manusia  banten   sampai  debat cagub  cawagub jakarta hari 
Cawagub Jakarta Nomor Urut 3 Rano Karno sebut bisa benahi kampung orang di Banten dan yakini bisa benahi kampungnya sendiri. Hal ini disampaikan dalam Debat Calon Gubernur dan Wakil Gubernur Jakarta hari ini (27/10). #VODKompasTV #DebatPilkadaJakarta #RumahPilkada https://t.co/InZAAhwdEy;KompasTV;cawagub jakarta nomor urut 3 rano karno sebut bisa benahi kampung orang di banten dan yakini bisa benahi kampungnya sendiri. hal ini disampaikan dalam debat calon gubernur dan wakil gubernur jakarta hari ini (27/10). #vodkompastv #debatpilkadajakarta #rumahpilkada https://t.co/inzaahwdey;cawagub jakarta nomor urut 3 rano karno sebut bisa benahi kampung orang di banten dan yakini bisa benahi kampungnya sendiri. hal ini disampaikan dalam debat calon gubernur dan wakil gubernur jakarta hari ini (27/10). #vodkompastv #debatpilkadajakarta #rumahpilkada ;cawagub jakarta nomor urut 3 rano karno sebut bisa benahi kampung orang di banten dan yakini bisa benahi kampungnya sendiri. hal ini disampaikan dalam debat calon gubernur dan wakil gubernur jakarta hari ini (27/10).    ;cawagub jakarta nomor urut 3 rano karno sebut bisa benahi kampung orang di banten dan yakini bisa benahi kampungnya sendiri hal ini disampaikan dalam debat calon gubernur dan wakil gubernur jakarta hari ini 2710    ;cawagub jakarta nomor urut  rano karno sebut bisa benahi kampung orang di banten dan yakini bisa benahi kampungnya sendiri hal ini disampaikan dalam debat calon gubernur dan wakil gubernur jakarta hari ini     ;cawagub jakarta nomor urut  rano karno sebut bisa benahi kampung orang di banten dan yakini bisa benahi kampungnya sendiri hal ini disampaikan dalam debat calon gubernur dan wakil gubernur jakarta hari ini;['cawagub', 'jakarta', 'nomor', 'urut', 'rano', 'karno', 'sebut', 'bisa', 'benahi', 'kampung', 'orang', 'di', 'banten', 'dan', 'yakini', 'bisa', 'benahi', 'kampungnya', 'sendiri', 'hal', 'ini', 'disampaikan', 'dalam', 'debat', 'calon', 'gubernur', 'dan', 'wakil', 'gubernur', 'jakarta', 'hari', 'ini'];['cawagub', 'jakarta', 'nomor', 'urut', 'rano', 'karno', 'sebut', '', 'benahi', 'kampung', 'orang', '', 'banten', '', 'yakini', '', 'benahi', 'kampungnya', 'sendiri', '', '', 'disampaikan', '', 'debat', 'calon', 'gubernur', '', 'wakil', 'gubernur', 'jakarta', 'hari', ''];['cawagub', 'jakarta', 'nomor', 'urut', 'rano', 'karno', 'sebut', '', 'benah', 'kampung', 'orang', '', 'banten', '', 'yakin', '', 'benah', 'kampung', 'sendiri', '', '', 'sampai', '', 'debat', 'calon', 'gubernur', '', 'wakil', 'gubernur', 'jakarta', 'hari', ''];cawagub jakarta nomor urut rano karno sebut  benah kampung orang  banten  yakin  benah kampung sendiri   sampai  debat calon gubernur  wakil gubernur jakarta hari 
Calon Wakil Gubernur Nomor Urut 3 Rano Karno mengatakan akan mengadakan SPBU Terapung di wilayah Pulau Seribu. Hal ini disampaikan dalam Debat Calon Gubernur dan Wakil Gubernur Jakarta hari ini (27/10). #VODKompasTV #DebatPilkadaJakarta #RumahPilkada https://t.co/ud8lG2E11e;KompasTV;calon wakil gubernur nomor urut 3 rano karno mengatakan akan mengadakan spbu terapung di wilayah pulau seribu. hal ini disampaikan dalam debat calon gubernur dan wakil gubernur jakarta hari ini (27/10). #vodkompastv #debatpilkadajakarta #rumahpilkada https://t.co/ud8lg2e11e;calon wakil gubernur nomor urut 3 rano karno mengatakan akan mengadakan spbu terapung di wilayah pulau seribu. hal ini disampaikan dalam debat calon gubernur dan wakil gubernur jakarta hari ini (27/10). #vodkompastv #debatpilkadajakarta #rumahpilkada ;calon wakil gubernur nomor urut 3 rano karno mengatakan akan mengadakan spbu terapung di wilayah pulau seribu. hal ini disampaikan dalam debat calon gubernur dan wakil gubernur jakarta hari ini (27/10).    ;calon wakil gubernur nomor urut 3 rano karno mengatakan akan mengadakan spbu terapung di wilayah pulau seribu hal ini disampaikan dalam debat calon gubernur dan wakil gubernur jakarta hari ini 2710    ;calon wakil gubernur nomor urut  rano karno mengatakan akan mengadakan spbu terapung di wilayah pulau seribu hal ini disampaikan dalam debat calon gubernur dan wakil gubernur jakarta hari ini     ;calon wakil gubernur nomor urut  rano karno mengatakan akan mengadakan spbu terapung di wilayah pulau seribu hal ini disampaikan dalam debat calon gubernur dan wakil gubernur jakarta hari ini;['calon', 'wakil', 'gubernur', 'nomor', 'urut', 'rano', 'karno', 'mengatakan', 'akan', 'mengadakan', 'spbu', 'terapung', 'di', 'wilayah', 'pulau', 'seribu', 'hal', 'ini', 'disampaikan', 'dalam', 'debat', 'calon', 'gubernur', 'dan', 'wakil', 'gubernur', 'jakarta', 'hari', 'ini'];['calon', 'wakil', 'gubernur', 'nomor', 'urut', 'rano', 'karno', 'mengatakan', '', 'mengadakan', 'spbu', 'terapung', '', 'wilayah', 'pulau', 'seribu', '', '', 'disampaikan', '', 'debat', 'calon', 'gubernur', '', 'wakil', 'gubernur', 'jakarta', 'hari', ''];['calon', 'wakil', 'gubernur', 'nomor', 'urut', 'rano', 'karno', 'kata', '', 'ada', 'spbu', 'apung', '', 'wilayah', 'pulau', 'ribu', '', '', 'sampai', '', 'debat', 'calon', 'gubernur', '', 'wakil', 'gubernur', 'jakarta', 'hari', ''];calon wakil gubernur nomor urut rano karno kata  ada spbu apung  wilayah pulau ribu   sampai  debat calon gubernur  wakil gubernur jakarta hari 
