full_text,username,tweet_lower,tweet_no_url,tweet_no_mention_hashtag,tweet_no_punctuation,tweet_no_numbers,tweet_clean,tweet_tokenized,tweet_no_stopwords,tweet_stemmed,tweet_preprocessed,label
Agus Sebut Pemerintahan Ahok Pemerintahan Asal Bapak Senang #Jakarta #DebatCagub-CawagubDKI #PilgubDKIJakarta https://t.co/WSDFYLhAVa,arahdotcom,agus sebut pemerintahan ahok pemerintahan asal bapak senang #jakarta #debatcagub-cawagubdki #pilgubdkijakarta https://t.co/wsdfylhava,agus sebut pemerintahan ahok pemerintahan asal bapak senang #jakarta #debatcagub-cawagubdki #pilgubdkijakarta ,agus sebut pemerintahan ahok pemerintahan asal bapak senang  -cawagubdki  ,agus sebut pemerintahan ahok pemerintahan asal bapak senang  cawagubdki  ,agus sebut pemerintahan ahok pemerintahan asal bapak senang  cawagubdki  ,agus sebut pemerintahan ahok pemerintahan asal bapak senang  cawagubdki,"['agus', 'sebut', 'pemerintahan', 'ahok', 'pemerintahan', 'asal', 'bapak', 'senang', 'cawagubdki']","['agus', 'pemerintahan', 'ahok', 'pemerintahan', 'senang', 'cawagubdki']","['agus', 'perintah', 'ahok', 'perintah', 'senang', 'cawagubdki']",agus perintah ahok perintah senang cawagubdki,0
si abang mulai senyum sambil nyenggol..boleh2 #DebatCagub,AgungBaskoro,si abang mulai senyum sambil nyenggol..boleh2 #debatcagub,si abang mulai senyum sambil nyenggol..boleh2 #debatcagub,si abang mulai senyum sambil nyenggol..boleh2 ,si abang mulai senyum sambil nyenggolboleh2 ,si abang mulai senyum sambil nyenggolboleh ,si abang mulai senyum sambil nyenggolboleh,"['si', 'abang', 'mulai', 'senyum', 'sambil', 'nyenggolboleh']","['si', 'abang', 'senyum', 'nyenggolboleh']","['si', 'abang', 'senyum', 'nyenggolboleh']",si abang senyum nyenggolboleh,0
Ya gimana ya. Masih pada nyerang campur nyinyir gitu sih. Semuanya begitu. #DebatCagub #Debat2PilkadaDKI,TehChilly,ya gimana ya. masih pada nyerang campur nyinyir gitu sih. semuanya begitu. #debatcagub #debat2pilkadadki,ya gimana ya. masih pada nyerang campur nyinyir gitu sih. semuanya begitu. #debatcagub #debat2pilkadadki,ya gimana ya. masih pada nyerang campur nyinyir gitu sih. semuanya begitu.  ,ya gimana ya masih pada nyerang campur nyinyir gitu sih semuanya begitu  ,ya gimana ya masih pada nyerang campur nyinyir gitu sih semuanya begitu  ,ya gimana ya masih pada nyerang campur nyinyir gitu sih semuanya begitu,"['ya', 'gimana', 'ya', 'masih', 'pada', 'nyerang', 'campur', 'nyinyir', 'gitu', 'sih', 'semuanya', 'begitu']","['gimana', 'nyerang', 'campur', 'nyinyir', 'gitu', 'sih']","['gimana', 'nyerang', 'campur', 'nyinyir', 'gitu', 'sih']",gimana nyerang campur nyinyir gitu sih,0
1. Ahok dengan jelas ksih statement. Izin dari Pak Harto yg bisa cabut bukan ahok tapi harus atas keppres. #debatcagub,TimotiSun,1. ahok dengan jelas ksih statement. izin dari pak harto yg bisa cabut bukan ahok tapi harus atas keppres. #debatcagub,1. ahok dengan jelas ksih statement. izin dari pak harto yg bisa cabut bukan ahok tapi harus atas keppres. #debatcagub,1. ahok dengan jelas ksih statement. izin dari pak harto yg bisa cabut bukan ahok tapi harus atas keppres. ,1 ahok dengan jelas ksih statement izin dari pak harto yg bisa cabut bukan ahok tapi harus atas keppres , ahok dengan jelas ksih statement izin dari pak harto yg bisa cabut bukan ahok tapi harus atas keppres ,ahok dengan jelas ksih statement izin dari pak harto yg bisa cabut bukan ahok tapi harus atas keppres,"['ahok', 'dengan', 'jelas', 'ksih', 'statement', 'izin', 'dari', 'pak', 'harto', 'yg', 'bisa', 'cabut', 'bukan', 'ahok', 'tapi', 'harus', 'atas', 'keppres']","['ahok', 'ksih', 'statement', 'izin', 'harto', 'cabut', 'ahok', 'keppres']","['ahok', 'ksih', 'statement', 'izin', 'harto', 'cabut', 'ahok', 'keppres']",ahok ksih statement izin harto cabut ahok keppres,0
Ngomong apa sih pok @DebatCagub,elliellielee,ngomong apa sih pok @debatcagub,ngomong apa sih pok @debatcagub,ngomong apa sih pok ,ngomong apa sih pok ,ngomong apa sih pok ,ngomong apa sih pok,"['ngomong', 'apa', 'sih', 'pok']","['ngomong', 'sih', 'pok']","['ngomong', 'sih', 'pok']",ngomong sih pok,0
Nih link #LiveStreaming #DebatCagub tar malem jam 19.30 WIB. Gak sabar :))) https://t.co/7TFbB6fQEC,veryluckylady88,nih link #livestreaming #debatcagub tar malem jam 19.30 wib. gak sabar :))) https://t.co/7tfbb6fqec,nih link #livestreaming #debatcagub tar malem jam 19.30 wib. gak sabar :))) ,nih link   tar malem jam 19.30 wib. gak sabar :))) ,nih link   tar malem jam 1930 wib gak sabar  ,nih link   tar malem jam  wib gak sabar  ,nih link   tar malem jam  wib gak sabar,"['nih', 'link', 'tar', 'malem', 'jam', 'wib', 'gak', 'sabar']","['nih', 'link', 'tar', 'malem', 'jam', 'wib', 'gak', 'sabar']","['nih', 'link', 'tar', 'malem', 'jam', 'wib', 'gak', 'sabar']",nih link tar malem jam wib gak sabar,0
Prdebatan @DebatCagub antara janji2 selangit @AgusYudhoyono vs pelaksanaan @basuki_btp vs omongan selangit @aniesbaswedan. Dipilih..dipilih,SuradjiHosni,prdebatan @debatcagub antara janji2 selangit @agusyudhoyono vs pelaksanaan @basuki_btp vs omongan selangit @aniesbaswedan. dipilih..dipilih,prdebatan @debatcagub antara janji2 selangit @agusyudhoyono vs pelaksanaan @basuki_btp vs omongan selangit @aniesbaswedan. dipilih..dipilih,prdebatan  antara janji2 selangit  vs pelaksanaan  vs omongan selangit . dipilih..dipilih,prdebatan  antara janji2 selangit  vs pelaksanaan  vs omongan selangit  dipilihdipilih,prdebatan  antara janji selangit  vs pelaksanaan  vs omongan selangit  dipilihdipilih,prdebatan  antara janji selangit  vs pelaksanaan  vs omongan selangit  dipilihdipilih,"['prdebatan', 'antara', 'janji', 'selangit', 'vs', 'pelaksanaan', 'vs', 'omongan', 'selangit', 'dipilihdipilih']","['prdebatan', 'janji', 'selangit', 'vs', 'pelaksanaan', 'vs', 'omongan', 'selangit', 'dipilihdipilih']","['prdebatan', 'janji', 'langit', 'vs', 'laksana', 'vs', 'omong', 'langit', 'dipilihdipilih']",prdebatan janji langit vs laksana vs omong langit dipilihdipilih,0
Ini Harapan Pembaca Doa Debat Pilkada Jakarta https://t.co/Q0nT1Da4Y6 #DebatCagub #CebatCagub2 https://t.co/HlF8W5VjUD,infonitascom,ini harapan pembaca doa debat pilkada jakarta https://t.co/q0nt1da4y6 #debatcagub #cebatcagub2 https://t.co/hlf8w5vjud,ini harapan pembaca doa debat pilkada jakarta  #debatcagub #cebatcagub2 ,ini harapan pembaca doa debat pilkada jakarta    ,ini harapan pembaca doa debat pilkada jakarta    ,ini harapan pembaca doa debat pilkada jakarta    ,ini harapan pembaca doa debat pilkada jakarta,"['ini', 'harapan', 'pembaca', 'doa', 'debat', 'pilkada', 'jakarta']","['harapan', 'pembaca', 'doa', 'debat', 'pilkada', 'jakarta']","['harap', 'baca', 'doa', 'debat', 'pilkada', 'jakarta']",harap baca doa debat pilkada jakarta,0
 Untuk Pemerintahan yang Lebih Baik #sketch #sketchbook #imagination #creative #Ahok #Ahok2Djarot #Debatcagub #art #pencil #drawing https://t.co/JD3G6nMxmy,ledojacob, untuk pemerintahan yang lebih baik #sketch #sketchbook #imagination #creative #ahok #ahok2djarot #debatcagub #art #pencil #drawing https://t.co/jd3g6nmxmy, untuk pemerintahan yang lebih baik #sketch #sketchbook #imagination #creative #ahok #ahok2djarot #debatcagub #art #pencil #drawing , untuk pemerintahan yang lebih baik           , untuk pemerintahan yang lebih baik           , untuk pemerintahan yang lebih baik           ,untuk pemerintahan yang lebih baik,"['untuk', 'pemerintahan', 'yang', 'lebih', 'baik']",['pemerintahan'],['perintah'],perintah,0
SERSAN SERIUS SANTAI #KERJA #NYAMBI.DELOOK # DEBATCAGUB #DEBATCAPRES #JOO_SAMBAT #BEN.ORA.STREES https://t.co/j73uzZRJZo,KamtoPapa,sersan serius santai #kerja #nyambi.delook # debatcagub #debatcapres #joo_sambat #ben.ora.strees https://t.co/j73uzzrjzo,sersan serius santai #kerja #nyambi.delook # debatcagub #debatcapres #joo_sambat #ben.ora.strees ,sersan serius santai  .delook # debatcagub   .ora.strees ,sersan serius santai  delook  debatcagub   orastrees ,sersan serius santai  delook  debatcagub   orastrees ,sersan serius santai  delook  debatcagub   orastrees,"['sersan', 'serius', 'santai', 'delook', 'debatcagub', 'orastrees']","['sersan', 'serius', 'santai', 'delook', 'debatcagub', 'orastrees']","['sersan', 'serius', 'santai', 'delook', 'debatcagub', 'orastrees']",sersan serius santai delook debatcagub orastrees,0
@kompascom @DebatCagub Anies jgn berpuisi kmpung deret itu sma dgn rusun . Jgn otak di dengkuk. setelah dilapangan dilihat tdk memungkinkan krn sempit . Oon lu.,SudungSimalang2,@kompascom @debatcagub anies jgn berpuisi kmpung deret itu sma dgn rusun . jgn otak di dengkuk. setelah dilapangan dilihat tdk memungkinkan krn sempit . oon lu.,@kompascom @debatcagub anies jgn berpuisi kmpung deret itu sma dgn rusun . jgn otak di dengkuk. setelah dilapangan dilihat tdk memungkinkan krn sempit . oon lu.,  anies jgn berpuisi kmpung deret itu sma dgn rusun . jgn otak di dengkuk. setelah dilapangan dilihat tdk memungkinkan krn sempit . oon lu.,  anies jgn berpuisi kmpung deret itu sma dgn rusun  jgn otak di dengkuk setelah dilapangan dilihat tdk memungkinkan krn sempit  oon lu,  anies jgn berpuisi kmpung deret itu sma dgn rusun  jgn otak di dengkuk setelah dilapangan dilihat tdk memungkinkan krn sempit  oon lu,anies jgn berpuisi kmpung deret itu sma dgn rusun  jgn otak di dengkuk setelah dilapangan dilihat tdk memungkinkan krn sempit  oon lu,"['anies', 'jgn', 'berpuisi', 'kmpung', 'deret', 'itu', 'sma', 'dgn', 'rusun', 'jgn', 'otak', 'di', 'dengkuk', 'setelah', 'dilapangan', 'dilihat', 'tdk', 'memungkinkan', 'krn', 'sempit', 'oon', 'lu']","['anies', 'berpuisi', 'kmpung', 'deret', 'sma', 'rusun', 'otak', 'dengkuk', 'dilapangan', 'sempit', 'oon']","['anies', 'puisi', 'kmpung', 'deret', 'sma', 'rusun', 'otak', 'dengkuk', 'lapang', 'sempit', 'oon']",anies puisi kmpung deret sma rusun otak dengkuk lapang sempit oon,0
@DebatCagub.TvOne hrs mengundang pengamat yg netral. Selama ini pengamatnya cendrung tdk akui apa yg dilakukan petahana Ahok,SudungSimalang2,@debatcagub.tvone hrs mengundang pengamat yg netral. selama ini pengamatnya cendrung tdk akui apa yg dilakukan petahana ahok,@debatcagub.tvone hrs mengundang pengamat yg netral. selama ini pengamatnya cendrung tdk akui apa yg dilakukan petahana ahok,.tvone hrs mengundang pengamat yg netral. selama ini pengamatnya cendrung tdk akui apa yg dilakukan petahana ahok,tvone hrs mengundang pengamat yg netral selama ini pengamatnya cendrung tdk akui apa yg dilakukan petahana ahok,tvone hrs mengundang pengamat yg netral selama ini pengamatnya cendrung tdk akui apa yg dilakukan petahana ahok,tvone hrs mengundang pengamat yg netral selama ini pengamatnya cendrung tdk akui apa yg dilakukan petahana ahok,"['tvone', 'hrs', 'mengundang', 'pengamat', 'yg', 'netral', 'selama', 'ini', 'pengamatnya', 'cendrung', 'tdk', 'akui', 'apa', 'yg', 'dilakukan', 'petahana', 'ahok']","['tvone', 'mengundang', 'pengamat', 'netral', 'pengamatnya', 'cendrung', 'akui', 'petahana', 'ahok']","['tvone', 'undang', 'amat', 'netral', 'amat', 'cendrung', 'aku', 'tahana', 'ahok']",tvone undang amat netral amat cendrung aku tahana ahok,0
semoga #DebatCagub DKI menjelaskan bgm penjabaran konsep2 #Memperindah#Meremajakan tanpa menggusur #Empowerment masyarakat spy jelas,adriani_dp,semoga #debatcagub dki menjelaskan bgm penjabaran konsep2 #memperindah#meremajakan tanpa menggusur #empowerment masyarakat spy jelas,semoga #debatcagub dki menjelaskan bgm penjabaran konsep2 #memperindah#meremajakan tanpa menggusur #empowerment masyarakat spy jelas,semoga  dki menjelaskan bgm penjabaran konsep2  tanpa menggusur  masyarakat spy jelas,semoga  dki menjelaskan bgm penjabaran konsep2  tanpa menggusur  masyarakat spy jelas,semoga  dki menjelaskan bgm penjabaran konsep  tanpa menggusur  masyarakat spy jelas,semoga  dki menjelaskan bgm penjabaran konsep  tanpa menggusur  masyarakat spy jelas,"['semoga', 'dki', 'menjelaskan', 'bgm', 'penjabaran', 'konsep', 'tanpa', 'menggusur', 'masyarakat', 'spy', 'jelas']","['semoga', 'dki', 'bgm', 'penjabaran', 'konsep', 'menggusur', 'masyarakat', 'spy']","['moga', 'dki', 'bgm', 'jabar', 'konsep', 'gusur', 'masyarakat', 'spy']",moga dki bgm jabar konsep gusur masyarakat spy,0
Inget yaah besok sore kita ngumpul lagi. Seru2an lagi. Ketawa2 lagi. Nonton bareng lagi #nobar #debatcagub ke 2. Ditunggu yaahh https://t.co/nKgSu4FcBu,miraclecathy,inget yaah besok sore kita ngumpul lagi. seru2an lagi. ketawa2 lagi. nonton bareng lagi #nobar #debatcagub ke 2. ditunggu yaahh https://t.co/nkgsu4fcbu,inget yaah besok sore kita ngumpul lagi. seru2an lagi. ketawa2 lagi. nonton bareng lagi #nobar #debatcagub ke 2. ditunggu yaahh ,inget yaah besok sore kita ngumpul lagi. seru2an lagi. ketawa2 lagi. nonton bareng lagi   ke 2. ditunggu yaahh ,inget yaah besok sore kita ngumpul lagi seru2an lagi ketawa2 lagi nonton bareng lagi   ke 2 ditunggu yaahh ,inget yaah besok sore kita ngumpul lagi seruan lagi ketawa lagi nonton bareng lagi   ke  ditunggu yaahh ,inget yaah besok sore kita ngumpul lagi seruan lagi ketawa lagi nonton bareng lagi   ke  ditunggu yaahh,"['inget', 'yaah', 'besok', 'sore', 'kita', 'ngumpul', 'lagi', 'seruan', 'lagi', 'ketawa', 'lagi', 'nonton', 'bareng', 'lagi', 'ke', 'ditunggu', 'yaahh']","['inget', 'yaah', 'besok', 'sore', 'ngumpul', 'seruan', 'ketawa', 'nonton', 'bareng', 'ditunggu', 'yaahh']","['inget', 'yaah', 'besok', 'sore', 'ngumpul', 'seru', 'ketawa', 'nonton', 'bareng', 'tunggu', 'yaahh']",inget yaah besok sore ngumpul seru ketawa nonton bareng tunggu yaahh,0
#debatCagub mana yg menang? 3 calon atau moderator?? :D https://t.co/bVNvvDLMAV,montolalusm,#debatcagub mana yg menang? 3 calon atau moderator?? :d https://t.co/bvnvvdlmav,#debatcagub mana yg menang? 3 calon atau moderator?? :d , mana yg menang? 3 calon atau moderator?? :d , mana yg menang 3 calon atau moderator d , mana yg menang  calon atau moderator d ,mana yg menang  calon atau moderator d,"['mana', 'yg', 'menang', 'calon', 'atau', 'moderator', 'd']","['menang', 'calon', 'moderator', 'd']","['menang', 'calon', 'moderator', 'd']",menang calon moderator d,0
Debat di Hari Minggu WH-Andika Sepakat Rano-Embay Keberatan #pilgubbanten #debatcagub https://t.co/6v0PkRvILg,bantenhits,debat di hari minggu wh-andika sepakat rano-embay keberatan #pilgubbanten #debatcagub https://t.co/6v0pkrvilg,debat di hari minggu wh-andika sepakat rano-embay keberatan #pilgubbanten #debatcagub ,debat di hari minggu wh-andika sepakat rano-embay keberatan   ,debat di hari minggu whandika sepakat ranoembay keberatan   ,debat di hari minggu whandika sepakat ranoembay keberatan   ,debat di hari minggu whandika sepakat ranoembay keberatan,"['debat', 'di', 'hari', 'minggu', 'whandika', 'sepakat', 'ranoembay', 'keberatan']","['debat', 'minggu', 'whandika', 'sepakat', 'ranoembay', 'keberatan']","['debat', 'minggu', 'whandika', 'sepakat', 'ranoembay', 'berat']",debat minggu whandika sepakat ranoembay berat,0
Juga perlu ditanyakan bagaimana pandangan setiap Calon thdp FPI @PanwasluJ @PengawasPemilu @detikcom @Metro_TV @tvOneNews @DebatCagub https://t.co/4pbT0ejeVr,SuradjiHosni,juga perlu ditanyakan bagaimana pandangan setiap calon thdp fpi @panwasluj @pengawaspemilu @detikcom @metro_tv @tvonenews @debatcagub https://t.co/4pbt0ejevr,juga perlu ditanyakan bagaimana pandangan setiap calon thdp fpi @panwasluj @pengawaspemilu @detikcom @metro_tv @tvonenews @debatcagub ,juga perlu ditanyakan bagaimana pandangan setiap calon thdp fpi       ,juga perlu ditanyakan bagaimana pandangan setiap calon thdp fpi       ,juga perlu ditanyakan bagaimana pandangan setiap calon thdp fpi       ,juga perlu ditanyakan bagaimana pandangan setiap calon thdp fpi,"['juga', 'perlu', 'ditanyakan', 'bagaimana', 'pandangan', 'setiap', 'calon', 'thdp', 'fpi']","['pandangan', 'calon', 'thdp', 'fpi']","['pandang', 'calon', 'thdp', 'fpi']",pandang calon thdp fpi,0
@yosvahendrajam2 @kompascom @DebatCagub tdk bisa pokokenya salam 2 jari,elkasih725,@yosvahendrajam2 @kompascom @debatcagub tdk bisa pokokenya salam 2 jari,@yosvahendrajam2 @kompascom @debatcagub tdk bisa pokokenya salam 2 jari,   tdk bisa pokokenya salam 2 jari,   tdk bisa pokokenya salam 2 jari,   tdk bisa pokokenya salam  jari,tdk bisa pokokenya salam  jari,"['tdk', 'bisa', 'pokokenya', 'salam', 'jari']","['pokokenya', 'salam', 'jari']","['pokokenya', 'salam', 'jari']",pokokenya salam jari,0
Ini Tema yang Diangkat Pada Debat Cagub-Cawagub Banten Putaran Kedua #banten #pilgubbanten #debatcagub https://t.co/MB42MLP9AR,bantenhits,ini tema yang diangkat pada debat cagub-cawagub banten putaran kedua #banten #pilgubbanten #debatcagub https://t.co/mb42mlp9ar,ini tema yang diangkat pada debat cagub-cawagub banten putaran kedua #banten #pilgubbanten #debatcagub ,ini tema yang diangkat pada debat cagub-cawagub banten putaran kedua    ,ini tema yang diangkat pada debat cagubcawagub banten putaran kedua    ,ini tema yang diangkat pada debat cagubcawagub banten putaran kedua    ,ini tema yang diangkat pada debat cagubcawagub banten putaran kedua,"['ini', 'tema', 'yang', 'diangkat', 'pada', 'debat', 'cagubcawagub', 'banten', 'putaran', 'kedua']","['tema', 'diangkat', 'debat', 'cagubcawagub', 'banten', 'putaran']","['tema', 'angkat', 'debat', 'cagubcawagub', 'banten', 'putar']",tema angkat debat cagubcawagub banten putar,0
WH-Andika Keberatan Jadwal Debat Putaran Kedua #banten #pilgubbanten #debatcagub https://t.co/hflgDj81sQ,bantenhits,wh-andika keberatan jadwal debat putaran kedua #banten #pilgubbanten #debatcagub https://t.co/hflgdj81sq,wh-andika keberatan jadwal debat putaran kedua #banten #pilgubbanten #debatcagub ,wh-andika keberatan jadwal debat putaran kedua    ,whandika keberatan jadwal debat putaran kedua    ,whandika keberatan jadwal debat putaran kedua    ,whandika keberatan jadwal debat putaran kedua,"['whandika', 'keberatan', 'jadwal', 'debat', 'putaran', 'kedua']","['whandika', 'keberatan', 'jadwal', 'debat', 'putaran']","['whandika', 'berat', 'jadwal', 'debat', 'putar']",whandika berat jadwal debat putar,0
https://t.co/mLgxryrMih Save DKI #Debat1PilkadaDKI #DebatDKI1 #debatCagub,Sarahjohnson26M,https://t.co/mlgxryrmih save dki #debat1pilkadadki #debatdki1 #debatcagub, save dki #debat1pilkadadki #debatdki1 #debatcagub, save dki   , save dki   , save dki   ,save dki,"['save', 'dki']","['save', 'dki']","['save', 'dki']",save dki,0
@elkasih725 @kompascom @DebatCagub kami mendukung no 3..karena kami yakin no 3 bisa mengurangi angka kemiskinan dn penganguran,yosvahendrajam2,@elkasih725 @kompascom @debatcagub kami mendukung no 3..karena kami yakin no 3 bisa mengurangi angka kemiskinan dn penganguran,@elkasih725 @kompascom @debatcagub kami mendukung no 3..karena kami yakin no 3 bisa mengurangi angka kemiskinan dn penganguran,   kami mendukung no 3..karena kami yakin no 3 bisa mengurangi angka kemiskinan dn penganguran,   kami mendukung no 3karena kami yakin no 3 bisa mengurangi angka kemiskinan dn penganguran,   kami mendukung no karena kami yakin no  bisa mengurangi angka kemiskinan dn penganguran,kami mendukung no karena kami yakin no  bisa mengurangi angka kemiskinan dn penganguran,"['kami', 'mendukung', 'no', 'karena', 'kami', 'yakin', 'no', 'bisa', 'mengurangi', 'angka', 'kemiskinan', 'dn', 'penganguran']","['mendukung', 'no', 'no', 'mengurangi', 'angka', 'kemiskinan', 'penganguran']","['dukung', 'no', 'no', 'kurang', 'angka', 'miskin', 'penganguran']",dukung no no kurang angka miskin penganguran,0
 Ibu silvy jawaban ibu menarik tapiii tidak nyambung bu !!! Said pak Anies makJleebb bangeet #DebatPilkadaDKIiNewsTV #debatCagub,mv__tweet129, ibu silvy jawaban ibu menarik tapiii tidak nyambung bu !!! said pak anies makjleebb bangeet #debatpilkadadkiinewstv #debatcagub, ibu silvy jawaban ibu menarik tapiii tidak nyambung bu !!! said pak anies makjleebb bangeet #debatpilkadadkiinewstv #debatcagub, ibu silvy jawaban ibu menarik tapiii tidak nyambung bu !!! said pak anies makjleebb bangeet  , ibu silvy jawaban ibu menarik tapiii tidak nyambung bu  said pak anies makjleebb bangeet  , ibu silvy jawaban ibu menarik tapiii tidak nyambung bu  said pak anies makjleebb bangeet  ,ibu silvy jawaban ibu menarik tapiii tidak nyambung bu  said pak anies makjleebb bangeet,"['ibu', 'silvy', 'jawaban', 'ibu', 'menarik', 'tapiii', 'tidak', 'nyambung', 'bu', 'said', 'pak', 'anies', 'makjleebb', 'bangeet']","['silvy', 'menarik', 'tapiii', 'nyambung', 'bu', 'said', 'anies', 'makjleebb', 'bangeet']","['silvy', 'tarik', 'tapiii', 'nyambung', 'bu', 'said', 'anies', 'makjleebb', 'bangeet']",silvy tarik tapiii nyambung bu said anies makjleebb bangeet,0
Menarik tapi gak nyambung Mpok kata Anies. Lalu dia senyum sambil nyengir. Oh dang! #DebatCagub,TehChilly,menarik tapi gak nyambung mpok kata anies. lalu dia senyum sambil nyengir. oh dang! #debatcagub,menarik tapi gak nyambung mpok kata anies. lalu dia senyum sambil nyengir. oh dang! #debatcagub,menarik tapi gak nyambung mpok kata anies. lalu dia senyum sambil nyengir. oh dang! ,menarik tapi gak nyambung mpok kata anies lalu dia senyum sambil nyengir oh dang ,menarik tapi gak nyambung mpok kata anies lalu dia senyum sambil nyengir oh dang ,menarik tapi gak nyambung mpok kata anies lalu dia senyum sambil nyengir oh dang,"['menarik', 'tapi', 'gak', 'nyambung', 'mpok', 'kata', 'anies', 'lalu', 'dia', 'senyum', 'sambil', 'nyengir', 'oh', 'dang']","['menarik', 'gak', 'nyambung', 'mpok', 'anies', 'senyum', 'nyengir', '', 'dang']","['tarik', 'gak', 'nyambung', 'mpok', 'anies', 'senyum', 'nyengir', '', 'dang']",tarik gak nyambung mpok anies senyum nyengir  dang,0
Cagub DKI cuma dua pasang ternyata #DebatCagub @KompasTV,stefanusth92,cagub dki cuma dua pasang ternyata #debatcagub @kompastv,cagub dki cuma dua pasang ternyata #debatcagub @kompastv,cagub dki cuma dua pasang ternyata  ,cagub dki cuma dua pasang ternyata  ,cagub dki cuma dua pasang ternyata  ,cagub dki cuma dua pasang ternyata,"['cagub', 'dki', 'cuma', 'dua', 'pasang', 'ternyata']","['cagub', 'dki', 'pasang']","['cagub', 'dki', 'pasang']",cagub dki pasang,0
Lagi-lagi Kandidat Pasangan Calon Gubernur no urut 1 ga datang debat... Kenapa yah?? #KompasTV #DebatCagub #AhokVSAnies,bung_pn,lagi-lagi kandidat pasangan calon gubernur no urut 1 ga datang debat... kenapa yah?? #kompastv #debatcagub #ahokvsanies,lagi-lagi kandidat pasangan calon gubernur no urut 1 ga datang debat... kenapa yah?? #kompastv #debatcagub #ahokvsanies,lagi-lagi kandidat pasangan calon gubernur no urut 1 ga datang debat... kenapa yah??   ,lagilagi kandidat pasangan calon gubernur no urut 1 ga datang debat kenapa yah   ,lagilagi kandidat pasangan calon gubernur no urut  ga datang debat kenapa yah   ,lagilagi kandidat pasangan calon gubernur no urut  ga datang debat kenapa yah,"['lagilagi', 'kandidat', 'pasangan', 'calon', 'gubernur', 'no', 'urut', 'ga', 'datang', 'debat', 'kenapa', 'yah']","['lagilagi', 'kandidat', 'pasangan', 'calon', 'gubernur', 'no', 'urut', 'ga', 'debat', 'yah']","['lagilagi', 'kandidat', 'pasang', 'calon', 'gubernur', 'no', 'urut', 'ga', 'debat', 'yah']",lagilagi kandidat pasang calon gubernur no urut ga debat yah,0
@kompastv@debatcagub#ahok_jarot untuk debat susah di KO. .,didin_radjikin,@kompastv@debatcagub#ahok_jarot untuk debat susah di ko. .,@kompastv@debatcagub#ahok_jarot untuk debat susah di ko. ., untuk debat susah di ko. ., untuk debat susah di ko , untuk debat susah di ko ,untuk debat susah di ko,"['untuk', 'debat', 'susah', 'di', 'ko']","['debat', 'susah', 'ko']","['debat', 'susah', 'ko']",debat susah ko,0
Lanang and dewasa tenan koe Pak aHok tersentuh hati ane.. #ahok #closingstatment #JakartaKece #nettv #debatcagub,Stanley_wung,lanang and dewasa tenan koe pak ahok tersentuh hati ane.. #ahok #closingstatment #jakartakece #nettv #debatcagub,lanang and dewasa tenan koe pak ahok tersentuh hati ane.. #ahok #closingstatment #jakartakece #nettv #debatcagub,lanang and dewasa tenan koe pak ahok tersentuh hati ane..     ,lanang and dewasa tenan koe pak ahok tersentuh hati ane     ,lanang and dewasa tenan koe pak ahok tersentuh hati ane     ,lanang and dewasa tenan koe pak ahok tersentuh hati ane,"['lanang', 'and', 'dewasa', 'tenan', 'koe', 'pak', 'ahok', 'tersentuh', 'hati', 'ane']","['lanang', 'and', 'dewasa', 'tenan', 'koe', 'ahok', 'tersentuh', 'hati', 'ane']","['lanang', 'and', 'dewasa', 'tenan', 'koe', 'ahok', 'sentuh', 'hati', 'ane']",lanang and dewasa tenan koe ahok sentuh hati ane,0
lali ah RT @azayyin: Iyo jok lali pilih no 5 RT asytha: mosok seh kak? RT @azayyin: Penentu jawa timur #debatcagub-cawagub,asytha,lali ah rt @azayyin: iyo jok lali pilih no 5 rt asytha: mosok seh kak? rt @azayyin: penentu jawa timur #debatcagub-cawagub,lali ah rt @azayyin: iyo jok lali pilih no 5 rt asytha: mosok seh kak? rt @azayyin: penentu jawa timur #debatcagub-cawagub,lali ah rt : iyo jok lali pilih no 5 rt asytha: mosok seh kak? rt : penentu jawa timur -cawagub,lali ah rt  iyo jok lali pilih no 5 rt asytha mosok seh kak rt  penentu jawa timur cawagub,lali ah rt  iyo jok lali pilih no  rt asytha mosok seh kak rt  penentu jawa timur cawagub,lali ah rt  iyo jok lali pilih no  rt asytha mosok seh kak rt  penentu jawa timur cawagub,"['lali', 'ah', 'rt', 'iyo', 'jok', 'lali', 'pilih', 'no', 'rt', 'asytha', 'mosok', 'seh', 'kak', 'rt', 'penentu', 'jawa', 'timur', 'cawagub']","['lali', 'ah', 'iyo', 'jok', 'lali', 'pilih', 'no', 'asytha', 'mosok', 'seh', 'kak', 'penentu', 'jawa', 'timur', 'cawagub']","['lali', 'ah', 'iyo', 'jok', 'lali', 'pilih', 'no', 'asytha', 'mosok', 'seh', 'kak', 'tentu', 'jawa', 'timur', 'cawagub']",lali ah iyo jok lali pilih no asytha mosok seh kak tentu jawa timur cawagub,0
