full_text,username,tweet_lower,tweet_no_url,tweet_no_mention_hashtag,tweet_no_punctuation,tweet_no_numbers,tweet_clean,tweet_tokenized,tweet_no_stopwords,tweet_stemmed,tweet_preprocessed,label
Kenapa harus RIDO #JakartaBaruJakartaMaju #RidoMenang #DebatPilkadaJakarta #RKJuara1 https://t.co/iUsXMIHMyu,jakartarido,kenapa harus rido #jakartabarujakartamaju #ridomenang #debatpilkadajakarta #rkjuara1 https://t.co/iusxmihmyu,kenapa harus rido #jakartabarujakartamaju #ridomenang #debatpilkadajakarta #rkjuara1 ,kenapa harus rido     ,kenapa harus rido     ,kenapa harus rido     ,kenapa harus rido,"['kenapa', 'harus', 'rido']",['rido'],['rido'],rido,0
Bang Doel Terbaik #Jakartamenyala #MenyalaM3nang #RBRpramonorano #Jakarta #PramDoelMenang #Masprambangdoel #Pilkada #Pilkada2024 #DebatPilkadaJakarta #debatpublik #Pramonoanung #Pramono #Bangdoel #Ranokarno #jakartabahagia #fyp #fypシ゚ https://t.co/0MzWyh6A0H,MiminCantiQ,bang doel terbaik #jakartamenyala #menyalam3nang #rbrpramonorano #jakarta #pramdoelmenang #masprambangdoel #pilkada #pilkada2024 #debatpilkadajakarta #debatpublik #pramonoanung #pramono #bangdoel #ranokarno #jakartabahagia #fyp #fypシ゚ https://t.co/0mzwyh6a0h,bang doel terbaik #jakartamenyala #menyalam3nang #rbrpramonorano #jakarta #pramdoelmenang #masprambangdoel #pilkada #pilkada2024 #debatpilkadajakarta #debatpublik #pramonoanung #pramono #bangdoel #ranokarno #jakartabahagia #fyp #fypシ゚ ,bang doel terbaik                 ゚ ,bang doel terbaik                 ゚ ,bang doel terbaik                 ゚ ,bang doel terbaik                 ゚,"['bang', 'doel', 'terbaik', '゚']","['bang', 'doel', 'terbaik', '゚']","['bang', 'doel', 'baik', '']",bang doel baik ,0
Ridwan Kamil: Sinergi Program Presiden dan Jakarta #JakartaNextLevel #RK4JKT #RidwanKamil #JakartaBaruJakartaMaju #SatuinJakarta #RidoSolusiJakarta #debatpilkada #debatpilkadajakarta https://t.co/9f4WHtDyMh,PhyShiel,ridwan kamil: sinergi program presiden dan jakarta #jakartanextlevel #rk4jkt #ridwankamil #jakartabarujakartamaju #satuinjakarta #ridosolusijakarta #debatpilkada #debatpilkadajakarta https://t.co/9f4whtdymh,ridwan kamil: sinergi program presiden dan jakarta #jakartanextlevel #rk4jkt #ridwankamil #jakartabarujakartamaju #satuinjakarta #ridosolusijakarta #debatpilkada #debatpilkadajakarta ,ridwan kamil: sinergi program presiden dan jakarta         ,ridwan kamil sinergi program presiden dan jakarta         ,ridwan kamil sinergi program presiden dan jakarta         ,ridwan kamil sinergi program presiden dan jakarta,"['ridwan', 'kamil', 'sinergi', 'program', 'presiden', 'dan', 'jakarta']","['ridwan', 'kamil', 'sinergi', 'program', 'presiden', 'jakarta']","['ridwan', 'kamil', 'sinergi', 'program', 'presiden', 'jakarta']",ridwan kamil sinergi program presiden jakarta,0
Ucapan terimakasih untuk warga Jakarta #JakartaBaruJakartaMaju #RidoMenang #DebatPilkadaJakarta #RKJuara1 https://t.co/IEvJKkurK1,DEMOKRAT_S14P,ucapan terimakasih untuk warga jakarta #jakartabarujakartamaju #ridomenang #debatpilkadajakarta #rkjuara1 https://t.co/ievjkkurk1,ucapan terimakasih untuk warga jakarta #jakartabarujakartamaju #ridomenang #debatpilkadajakarta #rkjuara1 ,ucapan terimakasih untuk warga jakarta     ,ucapan terimakasih untuk warga jakarta     ,ucapan terimakasih untuk warga jakarta     ,ucapan terimakasih untuk warga jakarta,"['ucapan', 'terimakasih', 'untuk', 'warga', 'jakarta']","['ucapan', 'terimakasih', 'warga', 'jakarta']","['ucap', 'terimakasih', 'warga', 'jakarta']",ucap terimakasih warga jakarta,0
Makna baju RIDO malam ini #JakartaBaruJakartaMaju #RidoMenang #DebatPilkadaJakarta #RKJuara1 https://t.co/nye6tGcsLY,DEMOKRAT_S14P,makna baju rido malam ini #jakartabarujakartamaju #ridomenang #debatpilkadajakarta #rkjuara1 https://t.co/nye6tgcsly,makna baju rido malam ini #jakartabarujakartamaju #ridomenang #debatpilkadajakarta #rkjuara1 ,makna baju rido malam ini     ,makna baju rido malam ini     ,makna baju rido malam ini     ,makna baju rido malam ini,"['makna', 'baju', 'rido', 'malam', 'ini']","['makna', 'baju', 'rido', 'malam']","['makna', 'baju', 'rido', 'malam']",makna baju rido malam,0
Ibarat pemain bola: 01: pemain skillful banyak menampilkan trik 02: no comment 03: pemain simple pakai trik seperlunya #DebatPilkadaJakarta,mufaisalaa,ibarat pemain bola: 01: pemain skillful banyak menampilkan trik 02: no comment 03: pemain simple pakai trik seperlunya #debatpilkadajakarta,ibarat pemain bola: 01: pemain skillful banyak menampilkan trik 02: no comment 03: pemain simple pakai trik seperlunya #debatpilkadajakarta,ibarat pemain bola: 01: pemain skillful banyak menampilkan trik 02: no comment 03: pemain simple pakai trik seperlunya ,ibarat pemain bola 01 pemain skillful banyak menampilkan trik 02 no comment 03 pemain simple pakai trik seperlunya ,ibarat pemain bola  pemain skillful banyak menampilkan trik  no comment  pemain simple pakai trik seperlunya ,ibarat pemain bola  pemain skillful banyak menampilkan trik  no comment  pemain simple pakai trik seperlunya,"['ibarat', 'pemain', 'bola', 'pemain', 'skillful', 'banyak', 'menampilkan', 'trik', 'no', 'comment', 'pemain', 'simple', 'pakai', 'trik', 'seperlunya']","['pemain', 'bola', 'pemain', 'skillful', 'menampilkan', 'trik', 'no', 'comment', 'pemain', 'simple', 'pakai', 'trik']","['main', 'bola', 'main', 'skillful', 'tampil', 'trik', 'no', 'comment', 'main', 'simple', 'pakai', 'trik']",main bola main skillful tampil trik no comment main simple pakai trik,0
Dilihat dari video singkat ini memang Ridwan Kamil Fatanah ya #JakartaBaruJakartaMaju #RidoMenang #DebatPilkadaJakarta #RKJuara1 https://t.co/8xlV8Qfyvh,DEMOKRAT_S14P,dilihat dari video singkat ini memang ridwan kamil fatanah ya #jakartabarujakartamaju #ridomenang #debatpilkadajakarta #rkjuara1 https://t.co/8xlv8qfyvh,dilihat dari video singkat ini memang ridwan kamil fatanah ya #jakartabarujakartamaju #ridomenang #debatpilkadajakarta #rkjuara1 ,dilihat dari video singkat ini memang ridwan kamil fatanah ya     ,dilihat dari video singkat ini memang ridwan kamil fatanah ya     ,dilihat dari video singkat ini memang ridwan kamil fatanah ya     ,dilihat dari video singkat ini memang ridwan kamil fatanah ya,"['dilihat', 'dari', 'video', 'singkat', 'ini', 'memang', 'ridwan', 'kamil', 'fatanah', 'ya']","['video', 'singkat', 'ridwan', 'kamil', 'fatanah']","['video', 'singkat', 'ridwan', 'kamil', 'fatanah']",video singkat ridwan kamil fatanah,0
Ada yang boong nih guys #JakartaNextLevel #RK4JKT #RidwanKamil #JakartaBaruJakartaMaju #SatuinJakarta #RidoSolusiJakarta #debatpilkada #debatpilkadajakarta https://t.co/m9nNrMcVla,PhyShiel,ada yang boong nih guys #jakartanextlevel #rk4jkt #ridwankamil #jakartabarujakartamaju #satuinjakarta #ridosolusijakarta #debatpilkada #debatpilkadajakarta https://t.co/m9nnrmcvla,ada yang boong nih guys #jakartanextlevel #rk4jkt #ridwankamil #jakartabarujakartamaju #satuinjakarta #ridosolusijakarta #debatpilkada #debatpilkadajakarta ,ada yang boong nih guys         ,ada yang boong nih guys         ,ada yang boong nih guys         ,ada yang boong nih guys,"['ada', 'yang', 'boong', 'nih', 'guys']","['boong', 'nih', 'guys']","['boong', 'nih', 'guys']",boong nih guys,0
Makna Style RIDO malam ini #JakartaBaruJakartaMaju #RidoMenang #DebatPilkadaJakarta #RKJuara1 https://t.co/4oLQMpO834,DEMOKRAT_S14P,makna style rido malam ini #jakartabarujakartamaju #ridomenang #debatpilkadajakarta #rkjuara1 https://t.co/4olqmpo834,makna style rido malam ini #jakartabarujakartamaju #ridomenang #debatpilkadajakarta #rkjuara1 ,makna style rido malam ini     ,makna style rido malam ini     ,makna style rido malam ini     ,makna style rido malam ini,"['makna', 'style', 'rido', 'malam', 'ini']","['makna', 'style', 'rido', 'malam']","['makna', 'style', 'rido', 'malam']",makna style rido malam,0
Pasangan calon Gubernur dan wakil Gubernur Jakarta Ridwan Kamil-Suswono (Rido) menyampaikan visi- misi dalam debat kedua Pilgub Jakarta 2024. #PilkadaJakarta #DebatPilkadaJakarta #PilkadaJakarta #Pilkada2024 #PilkadaSerentak2024 #IndonesiaMemilih2024 #MetroTV https://t.co/Ihh6T6WwlX,Metro_TV,pasangan calon gubernur dan wakil gubernur jakarta ridwan kamil-suswono (rido) menyampaikan visi- misi dalam debat kedua pilgub jakarta 2024. #pilkadajakarta #debatpilkadajakarta #pilkadajakarta #pilkada2024 #pilkadaserentak2024 #indonesiamemilih2024 #metrotv https://t.co/ihh6t6wwlx,pasangan calon gubernur dan wakil gubernur jakarta ridwan kamil-suswono (rido) menyampaikan visi- misi dalam debat kedua pilgub jakarta 2024. #pilkadajakarta #debatpilkadajakarta #pilkadajakarta #pilkada2024 #pilkadaserentak2024 #indonesiamemilih2024 #metrotv ,pasangan calon gubernur dan wakil gubernur jakarta ridwan kamil-suswono (rido) menyampaikan visi- misi dalam debat kedua pilgub jakarta 2024.        ,pasangan calon gubernur dan wakil gubernur jakarta ridwan kamilsuswono rido menyampaikan visi misi dalam debat kedua pilgub jakarta 2024        ,pasangan calon gubernur dan wakil gubernur jakarta ridwan kamilsuswono rido menyampaikan visi misi dalam debat kedua pilgub jakarta         ,pasangan calon gubernur dan wakil gubernur jakarta ridwan kamilsuswono rido menyampaikan visi misi dalam debat kedua pilgub jakarta,"['pasangan', 'calon', 'gubernur', 'dan', 'wakil', 'gubernur', 'jakarta', 'ridwan', 'kamilsuswono', 'rido', 'menyampaikan', 'visi', 'misi', 'dalam', 'debat', 'kedua', 'pilgub', 'jakarta']","['pasangan', 'calon', 'gubernur', 'wakil', 'gubernur', 'jakarta', 'ridwan', 'kamilsuswono', 'rido', 'visi', 'misi', 'debat', 'pilgub', 'jakarta']","['pasang', 'calon', 'gubernur', 'wakil', 'gubernur', 'jakarta', 'ridwan', 'kamilsuswono', 'rido', 'visi', 'misi', 'debat', 'pilgub', 'jakarta']",pasang calon gubernur wakil gubernur jakarta ridwan kamilsuswono rido visi misi debat pilgub jakarta,0
Urusan data juga diperhatikan oleh Ridwan Kamil #JakartaBaruJakartaMaju #RidoMenang #DebatPilkadaJakarta #RKJuara1 https://t.co/i5tJF2iQFV,DEMOKRAT_S14P,urusan data juga diperhatikan oleh ridwan kamil #jakartabarujakartamaju #ridomenang #debatpilkadajakarta #rkjuara1 https://t.co/i5tjf2iqfv,urusan data juga diperhatikan oleh ridwan kamil #jakartabarujakartamaju #ridomenang #debatpilkadajakarta #rkjuara1 ,urusan data juga diperhatikan oleh ridwan kamil     ,urusan data juga diperhatikan oleh ridwan kamil     ,urusan data juga diperhatikan oleh ridwan kamil     ,urusan data juga diperhatikan oleh ridwan kamil,"['urusan', 'data', 'juga', 'diperhatikan', 'oleh', 'ridwan', 'kamil']","['urusan', 'data', 'diperhatikan', 'ridwan', 'kamil']","['urus', 'data', 'perhati', 'ridwan', 'kamil']",urus data perhati ridwan kamil,0
Disini saya sama sekali tidak bermaksud menyerang para paslon hanya memberi masukan saja terutama untuk tim pemenangan #DebatPilkadaJakarta,mohsalfa,disini saya sama sekali tidak bermaksud menyerang para paslon hanya memberi masukan saja terutama untuk tim pemenangan #debatpilkadajakarta,disini saya sama sekali tidak bermaksud menyerang para paslon hanya memberi masukan saja terutama untuk tim pemenangan #debatpilkadajakarta,disini saya sama sekali tidak bermaksud menyerang para paslon hanya memberi masukan saja terutama untuk tim pemenangan ,disini saya sama sekali tidak bermaksud menyerang para paslon hanya memberi masukan saja terutama untuk tim pemenangan ,disini saya sama sekali tidak bermaksud menyerang para paslon hanya memberi masukan saja terutama untuk tim pemenangan ,disini saya sama sekali tidak bermaksud menyerang para paslon hanya memberi masukan saja terutama untuk tim pemenangan,"['disini', 'saya', 'sama', 'sekali', 'tidak', 'bermaksud', 'menyerang', 'para', 'paslon', 'hanya', 'memberi', 'masukan', 'saja', 'terutama', 'untuk', 'tim', 'pemenangan']","['menyerang', 'paslon', 'masukan', 'tim', 'pemenangan']","['serang', 'paslon', 'masuk', 'tim', 'menang']",serang paslon masuk tim menang,0
Jalan2 ke tanah abang Jgn lupa borong jersey persija Apaan #JakartaM3nang? Lah #ridwankamil udh siap lap pekerjaan buat warga Jakarta #JakartaBaruJakartaMaju #RidoMenang #DebatPilkadaJakarta https://t.co/gvc8KQMd1M,Partono_ADjem,jalan2 ke tanah abang jgn lupa borong jersey persija apaan #jakartam3nang? lah #ridwankamil udh siap lap pekerjaan buat warga jakarta #jakartabarujakartamaju #ridomenang #debatpilkadajakarta https://t.co/gvc8kqmd1m,jalan2 ke tanah abang jgn lupa borong jersey persija apaan #jakartam3nang? lah #ridwankamil udh siap lap pekerjaan buat warga jakarta #jakartabarujakartamaju #ridomenang #debatpilkadajakarta ,jalan2 ke tanah abang jgn lupa borong jersey persija apaan ? lah  udh siap lap pekerjaan buat warga jakarta    ,jalan2 ke tanah abang jgn lupa borong jersey persija apaan  lah  udh siap lap pekerjaan buat warga jakarta    ,jalan ke tanah abang jgn lupa borong jersey persija apaan  lah  udh siap lap pekerjaan buat warga jakarta    ,jalan ke tanah abang jgn lupa borong jersey persija apaan  lah  udh siap lap pekerjaan buat warga jakarta,"['jalan', 'ke', 'tanah', 'abang', 'jgn', 'lupa', 'borong', 'jersey', 'persija', 'apaan', 'lah', 'udh', 'siap', 'lap', 'pekerjaan', 'buat', 'warga', 'jakarta']","['jalan', 'tanah', 'abang', 'lupa', 'borong', 'jersey', 'persija', 'lap', 'pekerjaan', 'warga', 'jakarta']","['jalan', 'tanah', 'abang', 'lupa', 'borong', 'jersey', 'persija', 'lap', 'kerja', 'warga', 'jakarta']",jalan tanah abang lupa borong jersey persija lap kerja warga jakarta,0
Support dari keluarga ga dianggap #JakartaBaruJakartaMaju #RidoMenang #DebatPilkadaJakarta #RKJuara1 https://t.co/7fVFZL2RHP,DEMOKRAT_S14P,support dari keluarga ga dianggap #jakartabarujakartamaju #ridomenang #debatpilkadajakarta #rkjuara1 https://t.co/7fvfzl2rhp,support dari keluarga ga dianggap #jakartabarujakartamaju #ridomenang #debatpilkadajakarta #rkjuara1 ,support dari keluarga ga dianggap     ,support dari keluarga ga dianggap     ,support dari keluarga ga dianggap     ,support dari keluarga ga dianggap,"['support', 'dari', 'keluarga', 'ga', 'dianggap']","['support', 'keluarga', 'ga', 'dianggap']","['support', 'keluarga', 'ga', 'anggap']",support keluarga ga anggap,0
Saya sudah berkunjung ke pasar tanah abang...menyala abangku mas Pramono Anung Tanah abang harus rapi lagi permodalan harus dibantu lapangan kerja utk UMKM di tanah abang dan pedagang dibantu promosi #DebatPilkadaJakarta #JakartaM3nang https://t.co/xgDgHWe0r8,JhonSitorus_18,saya sudah berkunjung ke pasar tanah abang...menyala abangku mas pramono anung tanah abang harus rapi lagi permodalan harus dibantu lapangan kerja utk umkm di tanah abang dan pedagang dibantu promosi #debatpilkadajakarta #jakartam3nang https://t.co/xgdghwe0r8,saya sudah berkunjung ke pasar tanah abang...menyala abangku mas pramono anung tanah abang harus rapi lagi permodalan harus dibantu lapangan kerja utk umkm di tanah abang dan pedagang dibantu promosi #debatpilkadajakarta #jakartam3nang ,saya sudah berkunjung ke pasar tanah abang...menyala abangku mas pramono anung tanah abang harus rapi lagi permodalan harus dibantu lapangan kerja utk umkm di tanah abang dan pedagang dibantu promosi   ,saya sudah berkunjung ke pasar tanah abangmenyala abangku mas pramono anung tanah abang harus rapi lagi permodalan harus dibantu lapangan kerja utk umkm di tanah abang dan pedagang dibantu promosi   ,saya sudah berkunjung ke pasar tanah abangmenyala abangku mas pramono anung tanah abang harus rapi lagi permodalan harus dibantu lapangan kerja utk umkm di tanah abang dan pedagang dibantu promosi   ,saya sudah berkunjung ke pasar tanah abangmenyala abangku mas pramono anung tanah abang harus rapi lagi permodalan harus dibantu lapangan kerja utk umkm di tanah abang dan pedagang dibantu promosi,"['saya', 'sudah', 'berkunjung', 'ke', 'pasar', 'tanah', 'abangmenyala', 'abangku', 'mas', 'pramono', 'anung', 'tanah', 'abang', 'harus', 'rapi', 'lagi', 'permodalan', 'harus', 'dibantu', 'lapangan', 'kerja', 'utk', 'umkm', 'di', 'tanah', 'abang', 'dan', 'pedagang', 'dibantu', 'promosi']","['berkunjung', 'pasar', 'tanah', 'abangmenyala', 'abangku', 'mas', 'pramono', 'anung', 'tanah', 'abang', 'rapi', 'permodalan', 'dibantu', 'lapangan', 'kerja', 'umkm', 'tanah', 'abang', 'pedagang', 'dibantu', 'promosi']","['kunjung', 'pasar', 'tanah', 'abangmenyala', 'abang', 'mas', 'pramono', 'anung', 'tanah', 'abang', 'rapi', 'modal', 'bantu', 'lapang', 'kerja', 'umkm', 'tanah', 'abang', 'dagang', 'bantu', 'promosi']",kunjung pasar tanah abangmenyala abang mas pramono anung tanah abang rapi modal bantu lapang kerja umkm tanah abang dagang bantu promosi,0
Itulah kenapa kita butuh Insinyur #JakartaBaruJakartaMaju #RidoMenang #DebatPilkadaJakarta #RKJuara1 https://t.co/D6GSbuztCc,DEMOKRAT_S14P,itulah kenapa kita butuh insinyur #jakartabarujakartamaju #ridomenang #debatpilkadajakarta #rkjuara1 https://t.co/d6gsbuztcc,itulah kenapa kita butuh insinyur #jakartabarujakartamaju #ridomenang #debatpilkadajakarta #rkjuara1 ,itulah kenapa kita butuh insinyur     ,itulah kenapa kita butuh insinyur     ,itulah kenapa kita butuh insinyur     ,itulah kenapa kita butuh insinyur,"['itulah', 'kenapa', 'kita', 'butuh', 'insinyur']","['butuh', 'insinyur']","['butuh', 'insinyur']",butuh insinyur,0
Hal yang selalu Ridwan Kamil lakukan #JakartaBaruJakartaMaju #RidoMenang #DebatPilkadaJakarta #RKJuara1 https://t.co/guhmcbSV5Q,DEMOKRAT_S14P,hal yang selalu ridwan kamil lakukan #jakartabarujakartamaju #ridomenang #debatpilkadajakarta #rkjuara1 https://t.co/guhmcbsv5q,hal yang selalu ridwan kamil lakukan #jakartabarujakartamaju #ridomenang #debatpilkadajakarta #rkjuara1 ,hal yang selalu ridwan kamil lakukan     ,hal yang selalu ridwan kamil lakukan     ,hal yang selalu ridwan kamil lakukan     ,hal yang selalu ridwan kamil lakukan,"['hal', 'yang', 'selalu', 'ridwan', 'kamil', 'lakukan']","['ridwan', 'kamil', 'lakukan']","['ridwan', 'kamil', 'laku']",ridwan kamil laku,0
DOKTER KELILILNG Program Pasangan R1DO untuk para lansia dan prioritaskan Kesehatan Ibu dan Ayah kita #JakartaNextLevel #RK4JKT #RidwanKamil #JakartaBaruJakartaMaju #SatuinJakarta #RidoSolusiJakarta #debatpilkada #debatpilkadajakarta https://t.co/jnbAJrPRN1,PhyShiel,dokter kelililng program pasangan r1do untuk para lansia dan prioritaskan kesehatan ibu dan ayah kita #jakartanextlevel #rk4jkt #ridwankamil #jakartabarujakartamaju #satuinjakarta #ridosolusijakarta #debatpilkada #debatpilkadajakarta https://t.co/jnbajrprn1,dokter kelililng program pasangan r1do untuk para lansia dan prioritaskan kesehatan ibu dan ayah kita #jakartanextlevel #rk4jkt #ridwankamil #jakartabarujakartamaju #satuinjakarta #ridosolusijakarta #debatpilkada #debatpilkadajakarta ,dokter kelililng program pasangan r1do untuk para lansia dan prioritaskan kesehatan ibu dan ayah kita         ,dokter kelililng program pasangan r1do untuk para lansia dan prioritaskan kesehatan ibu dan ayah kita         ,dokter kelililng program pasangan rdo untuk para lansia dan prioritaskan kesehatan ibu dan ayah kita         ,dokter kelililng program pasangan rdo untuk para lansia dan prioritaskan kesehatan ibu dan ayah kita,"['dokter', 'kelililng', 'program', 'pasangan', 'rdo', 'untuk', 'para', 'lansia', 'dan', 'prioritaskan', 'kesehatan', 'ibu', 'dan', 'ayah', 'kita']","['dokter', 'kelililng', 'program', 'pasangan', 'rdo', 'lansia', 'prioritaskan', 'kesehatan', 'ayah']","['dokter', 'kelililng', 'program', 'pasang', 'rdo', 'lansia', 'prioritas', 'sehat', 'ayah']",dokter kelililng program pasang rdo lansia prioritas sehat ayah,0
